tipo_inmueble,titulo,precio_mxn,recamaras,banos,m2,colonia,ubicacion,publicado_reciente,url
Casa,,2500000,3,1,175,Parque Metropolitano,"Parque Metropolitano, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2902002797-casa-en-venta-en-cuautepec-ciudad-de-mexico-_JM
Departamento,,665656800,3,3,120,Residencial Zacatenco,"Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2718616893-departamento-en-venta-entrega-inmediata-_JM
Terreno,,13500000,,,301,San Juan De Aragón I Sección,"San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-5159191244-terreno-en-venta-gustavo-a-madero-_JM
Departamento,,2409267,2,1,54,Av. Ing. Eduardo Molina,"Av. Ing. Eduardo Molina, Salvador Díaz Mirón, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5140746228-departamento-en-venta-en-vasco-de-quiroga-gustavo-a-madero-_JM
Edificio,,13200000,16,8,200,Av Instituto Politécnico Nacional 2027,"Av Instituto Politécnico Nacional 2027, Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5412803154-edificio-en-venta-en-lindavista-norte-_JM
Departamento,,2200000,2,1,66,Cuitlahuac 38,"Cuitlahuac 38, Guadalupe Victoria, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5384838050-departamento-en-venta-en-guadalupe-victoria-_JM
Terreno,"Venta Terreno En Martín Carrera, Gam",11300000,,,519,Av. Gral. Martín Carrera,"Av. Gral. Martín Carrera, Martín Carrera, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2962059089-venta-terreno-en-martin-carrera-gam-_JM
Casa,,8000000,3,2,248,Otavalo Sn,"Otavalo Sn, Lindavista Norte, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-2950612933-casa-duplex-en-venta-en-lindavista-norte-con-roof-garden-_JM
Casa,,6850000,4,3,262,Latacunga S/N,"Latacunga S/N, Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2962056527-casa-en-venta-en-lindavista-_JM
Casa,,7300000,3,3,322,San Bartolo Atepehuacan Sn,"San Bartolo Atepehuacan Sn, San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5412137034-casa-en-condominio-en-venta-en-san-bartolo-atepehuacan-con-terraza-y-vestidor-_JM
Casa,,6500000,3,2,148,Otavalo Sn,"Otavalo Sn, Lindavista Norte, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5389861860-casa-duplex-en-venta-en-lindavista-norte-en-calle-cerrada-con-roof-garden-_JM
Casa,,7500000,3,3,261,Gustavo A. Madero,"Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5049136884-casa-en-venta-en-lindavista-_JM
Departamento,Venta De Departamento Tipo Loft,1220000,1,1,49,San José De La Escalera,"San José De La Escalera, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5107173398-venta-de-departamento-tipo-loft-_JM
Casa,"Casa En 2 Niveles Con Patios Y Buenos Acabados En Ctm Risco, Gam",2750000,3,1,97,Andador 37 Luis Yuren 10 Mz. 6,"Andador 37 Luis Yuren 10 Mz. 6, El Risco CTM, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2798130843-casa-en-2-niveles-con-patios-y-buenos-acabados-en-ctm-risco-gam-_JM
Casa,,22000000,5,5,433,Ayacucho 50,"Ayacucho 50, Torres Lindavista, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2605784887-casa-en-venta-en-torres-lindavista-_JM
Casa,,2500000,6,2,165,Cuautepec De Madero,"Cuautepec De Madero, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2746842953-se-vende-casa-en-escuela-secundaria-160-gustavo-a-madero-cdmx-_JM
Departamento,Preventa Hacienda Acueducto Lindavista,2100000,2,1,48,Ticoman,"Ticoman, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4841450350-preventa-hacienda-acueducto-lindavista-_JM
Casa,,16000000,4,2,343,Excelsior 83,"Excelsior 83, Industrial, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2846516953-casa-en-venta-en-industrial-_JM
Casa,,7765000,3,2,350,MATANZAS,"MATANZAS, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5030444274-venta-casa-lindavista-gustavo-a-madero-cdmx-_JM
Casa,Terreno-casa  Venta Santa Isabel Tola,15000000,3,3,252,Santa Isabel Tola,"Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2694749949-terreno-casa-venta-santa-isabel-tola-_JM
Casa,,5838363,3,2,229,Calle De La Ola,"Calle De La Ola, Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4761548066-casa-en-venta-en-acueducto-de-guadalupe-_JM
Departamento,Departamento Seminuevo En Vallejo Cerca Del Hospital La Raza Y La Basilica De Gu,2380000,2,2,55,Vallejo,"Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2763099801-departamento-seminuevo-en-vallejo-cerca-del-hospital-la-raza-y-la-basilica-de-gu-_JM
Casa,"Venta De Casa En Martín Carrera, Cdmx",2350000,2,1,90,Martín Carrera,"Martín Carrera, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2844372759-venta-de-casa-en-martin-carrera-cdmx-_JM
Casa,,11899000,6,4,425,Corona,"Corona, Industrial, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4671051976-casa-en-venta-corona-industrial-gustavo-a-madero-ciudad-de-mexico-_JM
Departamento,,2370375,2,1,63,Alicia 38,"Alicia 38, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2738954483-departamento-en-venta-en-colonia-guadalupe-tepeyac-gustavo-a-madero-ciudad-de-mexico-_JM
Casa,"Casa Producto, Puerto Madero, Casas Aleman, Gam, Cdmx.",6100000,14,9,462,Puerto Madero,"Puerto Madero, Ampliación Casas Alemán, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4672101500-casa-producto-puerto-madero-casas-aleman-gam-cdmx-_JM
Terreno,,2600000,,,136,Martín Carrera,"Martín Carrera, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4750845486-casa-en-venta-en-martin-carrera-2600000-pesos-_JM
Casa,,11899000,6,4,425,Corona,"Corona, Industrial, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5030337524-casa-en-venta-corona-industrial-gustavo-a-madero-ciudad-de-mexico-_JM
Casa,"Casa Producto, Puerto Madero, Casas Aleman, Gam, Cdmx.",5750000,14,9,462,Puerto Madero,"Puerto Madero, Ampliación Casas Alemán, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2798064693-casa-producto-puerto-madero-casas-aleman-gam-cdmx-_JM
Casa,,12900000,4,4,550,Buenavista 600,"Buenavista 600, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5373075718-casa-en-venta-en-planetario-lindavista-_JM
Departamento,,4190000,2,2,73,CIENFUEGOS 1000,"CIENFUEGOS 1000, San Pedro Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4761859620-departamento-en-venta-en-residencial-zacatenco-_JM
Terreno,,3950000,,,160,Calle De Los Farallones 0,"Calle De Los Farallones 0, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4761873680-terreno-residencial-en-venta-en-residencial-acueducto-de-guadalupe-_JM
Local Comercial,,1891781,,,21,Poniente 108 654,"Poniente 108 654, Defensores De La República, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4761626302-local-en-venta-en-defensores-de-la-republica-_JM
Departamento,,3600000,3,2,114,La Patera Vallejo,"La Patera Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5376858354-departamento-en-venta-vallejo-colonia-patera-condomodulos-_JM
Departamento,,3050000,2,1,65,Emiliano Zapata,"Emiliano Zapata, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2750066849-departamento-en-venta-frente-al-deportivo-bondogito-_JM
Edificio,,6000000,,,210,Avenida Ingeniero Alfredo Robles Domínguez 100,"Avenida Ingeniero Alfredo Robles Domínguez 100, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2735691573-edificio-en-venta-en-vallejo-_JM
Local Comercial,,1764415,,,20,Poniente 108 654,"Poniente 108 654, Defensores De La República, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4761690900-local-en-venta-en-defensores-de-la-republica-_JM
Local Comercial,,2007189,,,25,Poniente 108 654,"Poniente 108 654, Defensores De La República, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4761794456-local-en-venta-en-defensores-de-la-republica-_JM
Terreno,,23000000,,,1173,Uranio 200,"Uranio 200, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4761600424-terreno-industrial-en-venta-en-industrial-vallejo-_JM
Local Comercial,,1756643,,,20,Poniente 108 654,"Poniente 108 654, Defensores De La República, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4761729416-local-en-venta-en-defensores-de-la-republica-_JM
Local Comercial,,1478851,,,17,Poniente 108 654,"Poniente 108 654, Defensores De La República, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4761896450-local-en-venta-en-defensores-de-la-republica-_JM
Local Comercial,,2365926,,,29,Poniente 108 654,"Poniente 108 654, Defensores De La República, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4761742566-local-en-venta-en-defensores-de-la-republica-_JM
Terreno,,251284000,,,11412,Poniente,"Poniente, Industrial Vallejo, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4761626250-terreno-comercial-en-venta-en-industrial-vallejo-_JM
Terreno,,47000000,,,1600,Capultitlan,"Capultitlan, Gustavo A. Madero, Ciudad De México, Capultitlán, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4761561856-terreno-residencial-en-venta-en-capultitlan-_JM
Bodega,,110000000,,,7359,Congreso De La Unión Calle Pelícano,"Congreso De La Unión Calle Pelícano, Amp San Juan De Aragón, 07470 Ciudad De México, CDMX, Mexico, Granjas Modernas, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2748624915-propiedad-industrial-en-venta-ciudad-de-mexico-gustavo-a-madero-tepeyac-_JM
Departamento,,2010000,3,1,60,Cam San Juan De Aragon 129 EDI ¨B¨ DPTO 301,"Cam San Juan De Aragon 129 EDI ¨B¨ DPTO 301, El Olivo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2743005731-departamento-en-venta-en-san-juan-de-aragon-_JM
Departamento,,3426400,2,1,64,Ferrocarril Hidalgo  1375,"Ferrocarril Hidalgo  1375, Bondojito, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2739006407-departamento-en-venta-en-colonia-bondojito-gustavo-a-madero-ciudad-de-mexico-_JM
Edificio,,13200000,,,800,Lindavista Norte,"Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4642306376-edificio-en-lindavista-gustavo-a-madero-_JM
Terreno,,1145000,,,1006,Isla Del Bosque L24,"Isla Del Bosque L24, Lindavista Sur, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4761665138-terreno-residencial-en-venta-en-bosque-real-_JM
Terreno,,2900000,,,171,Triunfo A 132,"Triunfo A 132, Campestre Aragón, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2738837935-terreno-en-venta-en-colonia-campestre-aragon-gustavo-a-madero-ciudad-de-mexico-_JM
Casa,,14000000,5,3,298,Avenida Montiel Esq. Con Entre Coquinbo Y Curazao,"Avenida Montiel Esq. Con Entre Coquinbo Y Curazao, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2710976453-casa-en-venta-en-lindavista-sur-_JM
Local Comercial,,2319308,,,29,Poniente 108 654,"Poniente 108 654, Defensores De La República, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4761820356-local-en-venta-en-defensores-de-la-republica-_JM
Casa,,6700000,3,2,195,C. 313 454,"C. 313 454, Nueva Atzacoalco, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2798036913-venta-casa-nueva-atzacoalco-gustavo-a-madero-cdmx-_JM
Departamento,,2250000,3,2,88,Edif 32 Ent A Depto 501,"Edif 32 Ent A Depto 501, Lindavista Vallejo II Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2753727083-departamento-en-venta-en-lindavista-vallejo-ii-_JM
Casa,Casa Venta Tepeyac Insurgentes,9200000,3,2,190,Tepeyac Insurgentes,"Tepeyac Insurgentes, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4830289986-casa-venta-tepeyac-insurgentes-_JM
Departamento,,5490000,3,2,153,Planetario Lindavista,"Planetario Lindavista, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5199709970-mhl-departamento-en-venta-lindavista-alcaldia-gustavo-a-madero-_JM
Casa,,7300000,3,3,322,Av De Los 45 Metros Sn,"Av De Los 45 Metros Sn, San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2867658021-casa-en-venta-en-alcaldia-gustavo-a-madero-con-terraza-y-3-recamaras-_JM
Edificio,,7900000,,,369,Estrella,"Estrella, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5153190538-dge-edificio-en-venta-colonia-estrella-alcaldia-gustavo-a-madero-_JM
Casa,,7230000,3,2,265,Norte 82-A 6100,"Norte 82-A 6100, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2874611745-casa-en-venta-en-gertrudiz-sanchez-_JM
Casa,,4325000,1,3,213,Cda Emiliano Zapata 20,"Cda Emiliano Zapata 20, San Felipe De Jesús, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2738786137-casa-en-venta-en-san-felipe-de-jesus-gustavo-a-madero-_JM
Casa,,8900000,4,2,335,Delia 100,"Delia 100, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2865243605-guadalupe-tepeyac-casa-en-venta-_JM
Casa,Se Vende Casa En San Juan De Aragon Zp536,5100000,3,1,156,San Juan De Aragón IV Sección,"San Juan De Aragón IV Sección, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2926586237-se-vende-casa-en-san-juan-de-aragon-zp536-_JM
Casa,,7500000,9,3,480,Providencia,"Providencia, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5146509454-edificio-en-venta-col-providencia-uso-de-suelo-_JM
Departamento,,480000,2,3,152,Blvrd. Bosque Real,"Blvrd. Bosque Real, Bosque Real, 52770 Huixquilucan, Edo De México., Progreso Nacional, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4761625518-departamento-en-venta-en-bosque-real-_JM
Departamento,,3090000,3,1,65,Eje Central Lazaro Cardenas 1040,"Eje Central Lazaro Cardenas 1040, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2797981893-departamento-en-venta-en-colonia-nueva-industrial-vallejo-gustavo-a-madero-ciudad-de-mexico-_JM
Departamento,,4536000,2,2,109,Av. Acueducto 650,"Av. Acueducto 650, San Pedro Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2605871735-departamento-en-venta-en-residencial-zacatenco-_JM
Casa,,7000000,4,3,185,Industrial,"Industrial, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2908789573-casa-sola-para-remodelar-en-rio-blanco-gustavo-a-madero-_JM
Local Comercial,,13000000,,12,1064,Pedro Luis Ogazon 105,"Pedro Luis Ogazon 105, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4671727236-venta-de-local-comercial-en-colonia-vallejo-delegacion-gustavo-a-madero-_JM
Local Comercial,,13000000,,12,1064,Pedro Luis Ogazon 105,"Pedro Luis Ogazon 105, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5022802036-venta-de-local-comercial-en-colonia-vallejo-delegacion-gustavo-a-madero-_JM
Departamento,,2855070,2,1,58,Cuitlahuac 99,"Cuitlahuac 99, Villa De Aragón, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2738786233-departamento-en-venta-en-villa-de-aragon-_JM
Casa,Venta De Casa En Progreso Nacional Ct855,4400000,2,2,160,Progreso Nacional,"Progreso Nacional, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2867536185-venta-de-casa-en-progreso-nacional-ct855-_JM
Casa,,7664000,8,3,263,Norte 0,"Norte 0, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2884273285-casa-en-venta-en-la-joyita-_JM
Local Comercial,,12000000,,12,1064,Pedro Luis Ogazon 105,"Pedro Luis Ogazon 105, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5030475644-venta-de-local-comercial-en-colonia-vallejo-delegacion-gustavo-a-madero-_JM
Bodega,Edificio Venta  Ampliación San Juan De Aragón,100000000,,,4186,Ampliación San Juan De Aragón,"Ampliación San Juan De Aragón, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5241288952-edificio-venta-ampliacion-san-juan-de-aragon-_JM
Edificio,,6000000,,,288,Tres Estrellas,"Tres Estrellas, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2479353637-pequeno-edificio-en-venta-av-talisman-inversionistas-_JM
Departamento,,2984315,3,2,54,SARA 4413,"SARA 4413, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5042106658-departamento-en-venta-en-colonia-guadalupe-tepeyac-gustavo-a-madero-ciudad-de-mexico-_JM
Departamento,,4191000,3,2,88,Residencial Zacatenco,"Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4948185854-venta-de-departamentos-en-residencial-zacatenco-gustavo-a-madero-da557-_JM
Departamento,Modernos Departamenos Listos Para Estrenar A La Venta En Lindavista,4427098,3,2,98,Residencial Zacatenco,"Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5132966282-modernos-departamenos-listos-para-estrenar-a-la-venta-en-lindavista-_JM
Casa,,6500000,3,3,386,Unión 94,"Unión 94, Industrial, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2932323063-casa-en-venta-en-colonia-industrial-gustavo-a-madero-ciudad-de-mexico-_JM
Casa,"Braulio Martinez, Col. Guadalupe Insurgentes. Excelente Ubicación",6350000,6,2,262,Ing Braulio Martinez Al 141,"Ing Braulio Martinez Al 141, Guadalupe Insurgentes, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2936661865-braulio-martinez-col-guadalupe-insurgentes-excelente-ubicacion-_JM
Departamento,Departamentos En Preventa En Lindavista,4490400,2,2,65,Departamentos En Preventa En Lindavista S/N,"Departamentos En Preventa En Lindavista S/N, Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2745324507-departamentos-en-preventa-en-lindavista-_JM
Bodega,,5900000,,,281,Santa Isabel Tola S/N,"Santa Isabel Tola S/N, Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2745122719-venta-casa-bodega-en-gustavo-a-madero-_JM
Casa,,3100000,3,2,240,Venta Casa En La Colonia Cocoyotes S/N,"Venta Casa En La Colonia Cocoyotes S/N, Cocoyotes, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2745045377-casa-en-venta-en-cocoyotes-gustavo-a-madero-_JM
Departamento,,2350000,2,1,50,Guadalupe Insurgentes Sn,"Guadalupe Insurgentes Sn, Guadalupe Insurgentes, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4829888402-venta-departamento-guadalupe-insurgentes-gustavo-a-madero-_JM
Casa,,12500000,5,4,350,Avenida Miguel Othon De Mendizabal S/N,"Avenida Miguel Othon De Mendizabal S/N, Torres Lindavista, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4791455396-casa-en-venta-en-torres-lindavista-_JM
Casa,"Venta De Casa En Lindavista, Gam Da391",7600000,5,3,338,Lindavista Norte,"Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4948095018-venta-de-casa-en-lindavista-gam-da391-_JM
Casa,,9000000,4,3,337,Lindavista Sur,"Lindavista Sur, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2943281219-casa-en-venta-con-jardin-en-lindavista-ib42-_JM
Departamento,,2432700,3,1,77,San Juan De Aragón I Sección,"San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2926586497-venta-de-departamento-en-san-juan-de-aragon-gustavo-a-madero-zp538-_JM
Departamento,,3600000,3,1,110,Nueva Atzacoalco,"Nueva Atzacoalco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5178985368-venta-de-departamento-en-nueva-atzacoalco-gustavo-a-madero-ze202-_JM
Edificio,,13290000,,,687,Guadalupe Tepeyac,"Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4948069420-edificio-en-venta-calzada-de-guadalupe-cuauthemoc-cdmx-le706-_JM
Casa,,6500000,8,4,340,Brasilia  13,"Brasilia  13, San Pedro Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2924560907-casa-en-venta-en-colonia-san-pedro-zacatenco-gustavo-a-madero-ciudad-de-mexico-_JM
Casa,,7500000,8,3,426,Héroes De Chapultepec,"Héroes De Chapultepec, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5352617340-casa-en-venta-puerto-coatzacoalcos-sur-heroes-de-chapultepec-_JM
Departamento,,2900000,2,1,60,Villa De Aragón,"Villa De Aragón, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4948122548-departamento-en-venta-en-villa-de-aragon-gustavo-a-madero-lc472-_JM
Edificio,,9600000,,,461,Vallejo,"Vallejo, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4948082678-edificio-comercial-vallejo-gustavo-a-madero-cdmx-da582-_JM
Oficina,,35000000,,2,1000,Nueva Industrial Vallejo,"Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2867740557-oficina-en-venta-en-gustavo-a-madero-nueva-industrial-vallejo-cdmx-_JM
Departamento,Venta De Departamento En Vallejo,2000000,3,1,60,Progreso Nacional,"Progreso Nacional, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2939302037-venta-de-departamento-en-vallejo-_JM
Departamento,,3500000,3,1,75,Nueva Atzacoalco,"Nueva Atzacoalco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2795002003-venta-de-departamento-en-nueva-atzacoalco-gustavo-a-madero-da558-_JM
Casa,Venta De Casa En Ferrocarril Industrial 7 De Noviembre Gam Zp508,6500000,3,3,386,7 De Noviembre,"7 De Noviembre, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5228704256-venta-de-casa-en-ferrocarril-industrial-7-de-noviembre-gam-zp508-_JM
Departamento,,1600000,2,1,59,Av. Ingeniero Eduardo Molina 1720,"Av. Ingeniero Eduardo Molina 1720, Edf 16, Depto 112, Vasco De Quiroga, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2937030791-departamento-en-venta-torres-de-quiroga-gustavo-a-madero-cdmx-_JM
Terreno,,8650000,,,584,San Pedro Zacatenco,"San Pedro Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4323082746-terreno-en-venta-_JM
Edificio,Edificio De 3 Niveles En Esquina,5990000,,,500,Nueva Atzacoalco,"Nueva Atzacoalco, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2883050005-edificio-de-3-niveles-en-esquina-_JM
Departamento,Se Vende Departamento En Martin Carrera.,1600000,1,1,48,15 De Agosto,"15 De Agosto, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2850346143-se-vende-departamento-en-martin-carrera-_JM
Casa,,5500000,5,5,250,Del Obrero S/N,"Del Obrero S/N, Del Obrero, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2745019355-casa-en-venta-en-la-colonia-del-obrero-gustavo-a-madero-_JM
Edificio,,5230000,,7,386,Huitzilihuitl S/n,"Huitzilihuitl S/n, Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4389175702-edificio-en-venta-en-colonia-santa-isabel-tola-gustavo-a-madero-ciudad-de-mexico-_JM
Terreno,Venta De Terreno Comercial En La Laguna Ticoman  Gm494,3099000,,,89,La Laguna Ticoman,"La Laguna Ticoman, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4948198772-venta-de-terreno-comercial-en-la-laguna-ticoman-gm494-_JM
Local Comercial,,4260000,,1,50,Miguel Bernard 1187,"Miguel Bernard 1187, La Purísima Ticoman, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2738967699-local-comercial-en-venta-en-colonia-la-purisima-ticoman-gustavo-a-madero-ciudad-de-mexico-_JM
