SKU,Titulo,Renta_MXN,Area_m2,Recamaras,Banos,Estacionamientos,Ubicacion,Alcaldia,Pagina_Origen,URL
RENTOLA-288780,departamento de 2 habitaciones de 150 m² en Ciudad de México,3300,22,2,0,1,"Calle Alfredo Tennyson, Polanco 4ª Sección, 11550 Mexico City, CMX, Mexico",Polanco,1,https://rentola.mx/listings/departamento-en-2-niveles-amueblado-equipado-a-media-cuadra-del-parque-lincoln-p2953bb
RENTOLA-548029,casa de 3 habitaciones de 120 m² en Tlalnepantla,8000,67,3,0,1,"Tlalnepantla, México, Mexico",Tlalnepantla,1,https://rentola.mx/listings/casa-en-renta-en-habitacional-izcalli-piramide-tlalnepantla-p548029
RENTOLA-179423,departamento de 2 habitaciones de 90 m² en Ciudad de México,8500,94,2,0,1,"Calle Duna, Colonia Torres de Maurel, 04530 Mexico City, CMX, Mexico",04530 Mexico City,1,https://rentola.mx/listings/renta-en-calle-duna-insurgentes-cuicuilco-coyoacan-p6bf0fe
RENTOLA-157461,1 habitación de 7m² en Monterrey,1600,229,1,0,0,"Avenida Adolfo Ruíz Cortines 5226, 64150 Monterrey, NLE, Mexico",64150 Monterrey,1,https://rentola.mx/listings/cuarto-amueblado-con-internet-pdb321f
RENTOLA-7522,departamento de 2 habitaciones de 80 m² en Ciudad de México,8000,100,2,0,1,"Coyoacán, Mexico City, Mexico",Coyoacán,1,https://rentola.mx/listings/departamento-en-renta-en-olimpica-coyoacan-p2c7522
RENTOLA-99,casa de 4 habitaciones de 50 m² en Tlalnepantla,7500,150,4,0,1,"Adolfo López Mateos, 54110 Tlalnepantla, MEX, Mexico",54110 Tlalnepantla,1,https://rentola.mx/listings/casa-en-renta-en-adolfo-lopez-mateos-tlalnepantla-de-baz-estado-de-mexico-pf5fe99
RENTOLA-369951,1 habitación de 28m² en Monterrey,6500,232,1,0,1,"Radisson Hotel Monterrey San Jeronimo, Avenida Insurgentes 4001, San Jerónimo, 64630 Monterrey, NLE, Mexico",64630 Monterrey,1,https://rentola.mx/listings/departamento-loft-p964f1b
RENTOLA-384242,casa de 2 habitaciones de 76 m² en Zapopan,7900,104,2,0,1,"Privada Santa Verónica, Las Palomas, 45210 Zapopan, JAL, Mexico",45210 Zapopan,1,https://rentola.mx/listings/casa-en-renta-el-colli-urbano-2a-seccion-zapopan-jalisco-p1bc6ad
RENTOLA-15,1 habitación de 3m² en Ciudad de México,1500,500,1,0,0,"Calle Manuela Sáenz, Unidad Obrero CTM Culhuacán Sección 6, 04480 Mexico City, CMX, Mexico",04480 Mexico City,1,https://rentola.mx/listings/busco-roomie-compartir-depto-p406e15
RENTOLA-628379,1 habitación de 10m² en Ciudad de México,4000,400,1,0,0,"Avenida Centenario, Colonia Sociedad Cooperativa Poder popular, 01480 Mexico City, CMX, Mexico",01480 Mexico City,2,https://rentola.mx/listings/habitacion-amueblada-con-pantalla-smart-a-20-min-de-metro-mixcoac-y-barranca-del-muerto-p4e889a
RENTOLA-0,1 habitación de 12m² en Ciudad de México,4000,333,1,0,1,"unnamed road, San Ángel, 01089 Mexico City, CMX, Mexico",01089 Mexico City,2,https://rentola.mx/listings/renta-recamaras-por-el-itam-televisa-san-angel-y-fepade-p625fc0
RENTOLA-775003,"10,000 estudios disponibles en renta en México",0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/departamento-estudio
RENTOLA-383725,Toda la renta de cuartos para estudiantes disponible en México,0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/departamento-estudiantil
RENTOLA-863024,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/ciudad-de-mexico
RENTOLA-471428,Viviendas en renta en Santiago de Querétaro,0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/santiago-de-queretaro
RENTOLA-734404,Viviendas en renta en Ciudad del Carmen,0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/ciudad-del-carmen
RENTOLA-452112,Viviendas en renta en Huixquilucan de Degollado,0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/huixquilucan-de-degollado
RENTOLA-467411,Viviendas en renta en Playa del Carmen,0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/playa-del-carmen
RENTOLA-249511,Viviendas en renta en Puebla de Zaragoza,0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/puebla-de-zaragoza
RENTOLA-436093,"1,258 casas disponibles en renta en Ciudad de México",0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/casa/ciudad-de-mexico
RENTOLA-221532,"6,511 departamentos disponibles en renta en Ciudad de México",0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/departamento/ciudad-de-mexico
RENTOLA-394777,472 habitaciones disponibles en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/habitacion/ciudad-de-mexico
RENTOLA-747613,"2,535 estudios disponibles en renta en Ciudad de México",0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/departamento-estudio/ciudad-de-mexico
RENTOLA-248158,388 estudios disponibles en renta en Tijuana,0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/departamento-estudio/tijuana
RENTOLA-271657,18 renta de cuartos para estudiantes disponible en Tijuana,0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/departamento-estudiantil/tijuana
RENTOLA-294791,25 casas disponibles en renta en Ecatepec de Morelos,0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/casa/ecatepec-de-morelos
RENTOLA-218523,13 departamentos disponibles en renta en Ecatepec de Morelos,0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/departamento/ecatepec-de-morelos
RENTOLA-903836,342 estudios disponibles en renta en León,0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/departamento-estudio/leon
RENTOLA-980309,494 casas disponibles en renta en Puebla de Zaragoza,0,0,0,0,0,N/A,CDMX,2,https://rentola.mx/renta/casa/puebla-de-zaragoza
RENTOLA-722736,780 departamentos disponibles en renta en Puebla de Zaragoza,0,0,0,0,0,N/A,CDMX,3,https://rentola.mx/renta/departamento/puebla-de-zaragoza
RENTOLA-872668,26 habitaciones disponibles en renta en Puebla de Zaragoza,0,0,0,0,0,N/A,CDMX,3,https://rentola.mx/renta/habitacion/puebla-de-zaragoza
RENTOLA-491784,171 estudios disponibles en renta en Puebla de Zaragoza,0,0,0,0,0,N/A,CDMX,3,https://rentola.mx/renta/departamento-estudio/puebla-de-zaragoza
RENTOLA-139072,179 casas disponibles en renta en Ciudad Juárez,0,0,0,0,0,N/A,CDMX,3,https://rentola.mx/renta/casa/ciudad-juarez
RENTOLA-359304,108 departamentos disponibles en renta en Ciudad Juárez,0,0,0,0,0,N/A,CDMX,3,https://rentola.mx/renta/departamento/ciudad-juarez
RENTOLA-978970,65 estudios disponibles en renta en Ciudad Juárez,0,0,0,0,0,N/A,CDMX,3,https://rentola.mx/renta/departamento-estudio/ciudad-juarez
RENTOLA-983692,Llevemos tu tráfico al siguiente nivel en el mercado de alquiler.,0,0,0,0,0,N/A,CDMX,3,https://rentola.mx/partnerships-portal
RENTOLA-731923,Permítenos enviarte inquilinos adecuados para tus propiedades.,0,0,0,0,0,N/A,CDMX,3,https://rentola.mx/partnerships-landlord
RENTOLA-916303,"Alquiler simple, sin estrés y confiable",0,0,0,0,0,N/A,CDMX,3,https://rentola.mx/about-us
RENTOLA-908479,Términos y condiciones,0,0,0,0,0,N/A,CDMX,3,https://rentola.mx/terms-and-conditions
RENTOLA-315539,Política de privacidad,0,0,0,0,0,N/A,CDMX,3,https://rentola.mx/privacy-policy
RENTOLA-497738,Viviendas en alquiler en México: consulta todas las propiedades disponibles en renta en México aquí,0,0,0,0,0,N/A,CDMX,3,https://rentola.mx/en/for-rent
RENTOLA-542,1 habitación de 13m² en Ciudad de México,5200,400,1,0,0,"Calle Mariposa 103, Pedro María Anaya, 03340 Mexico City, CMX, Mexico",03340 Mexico City,3,https://rentola.mx/listings/renta-cuarto-independiente-pa9d542
RENTOLA-952611,1 habitación de 6m² en Ciudad de México,3000,500,1,0,0,"Calle Doctor Miguel Francisco Jiménez, Roma, 06720 Mexico City, CMX, Mexico",06720 Mexico City,3,https://rentola.mx/listings/rento-bonita-recamara-para-mujer-p101dbd
RENTOLA-67,departamento de 3 habitaciones de 150 m² en Ciudad de México,22500,150,3,0,1,"Calzada del Hueso, Fraccionamiento Residencial Hacienda Coapa, 14325 Mexico City, CMX, Mexico",14325 Mexico City,3,https://rentola.mx/listings/departamento-en-renta-en-granjas-coapa-pfe3c67
RENTOLA-460273,departamento de 1 habitación de 25 m² en Ciudad de México,2500,100,1,0,0,"Calle Esterlinas, Aquiles Serdán, 15430 Mexico City, Mexico",Aquiles Serdán,3,https://rentola.mx/listings/esterlinas-239-depto-10-col-aquiles-serdan-p460273
RENTOLA-7,departamento de 3 habitaciones de 180 m² en Ciudad de México,5900,33,3,0,1,"Carso Moliere, Prolongación Moliere 255, Granada, 11520 Mexico City, CMX, Mexico",11520 Mexico City,3,https://rentola.mx/listings/departamento-en-renta-en-polanco-p78f1a7
RENTOLA-579290,1 habitación de 6m² en Ciudad de México,2900,483,1,0,0,"Calle Felipe Carrillo Puerto 195, Popotla, 11400 Mexico City, CMX, Mexico",11400 Mexico City,3,https://rentola.mx/listings/rec-individual-amueblada-pef759d
RENTOLA-05,departamento de 3 habitaciones de 300 m² en Ciudad de México,4500,15,3,0,0,"Monte Camerún 54, Lomas de Chapultepec, 11000 Mexico City, CMX, Mexico",11000 Mexico City,3,https://rentola.mx/listings/departamento-amueblado-con-areas-comunes-en-parte-baja-de-las-lomas-pcb0f05
RENTOLA-866,1 habitación de 10m² en Ciudad de México,5300,530,1,0,0,"Calle de Parras 10A, Condesa, 06100 Mexico City, CMX, Mexico",Condesa,3,https://rentola.mx/listings/se-renta-cuarto-a-senorita-en-la-condesa-p1ca866
RENTOLA-2,departamento de 1 habitación de 22 m² en Ciudad de México,5000,227,1,0,1,"Obrera, Avenida Lázaro Cárdenas, 06800 Mexico City, CMX, Mexico",06800 Mexico City,4,https://rentola.mx/listings/obrera-p21e2f2
RENTOLA-208361,1 habitación de 11m² en Ciudad de México,2500,227,1,0,0,"Avenida Aquiles Serdán, Colonia Presidente Madero, 02420 Mexico City, CMX, Mexico",02420 Mexico City,4,https://rentola.mx/listings/promocion-mujer-cuarto-compartido-cerca-metros-aquiles-y-tezozomoc-p38a69e
RENTOLA-31,1 habitación de 9m² en Ciudad de México,5000,556,1,0,0,"Calle Nueva York 120, Del Valle, 03810 Mexico City, CMX, Mexico",03810 Mexico City,4,https://rentola.mx/listings/rento-habitaciones-2-en-col-napoles-exclusivo-p086d31
RENTOLA-344979,1 habitación de 11m² en Ciudad de México,6000,545,1,0,0,"Calle Malintzin, Colonia Del Carmen, 04100 Mexico City, Mexico",Colonia Del Carmen,4,https://rentola.mx/listings/rento-recamara-amueblada-en-la-mejor-zona-de-coyoacan-pcdc97f
RENTOLA-0870,casa de 4 habitaciones de 450 m² en Ciudad de México,12000,27,4,0,1,"Plaza Oasis Coyoacán, Transbordo Intermodal Metro Miguel Ángel de Quevedo, Barrio Oxtopulco, 04310 Mexico City, Mexico",Coyoacán,4,https://rentola.mx/listings/casa-en-renta-en-lomas-de-chapultepec-miguel-hidalgo-ciudad-de-mexico-p7f0870
RENTOLA-8,casa de 3 habitaciones de 259 m² en Ciudad de México,22000,85,3,0,0,"Calle Hacienda Coyotepec, Colonia Potrero Acoxpa, 14358 Mexico City, Mexico",Colonia Potrero Acoxpa,4,https://rentola.mx/listings/casa-en-renta-prado-coapa-2a-seccion-tlalpan-cdmx-p3801f8
RENTOLA-4,departamento de 2 habitaciones de 65 m² en Ciudad de México,12000,185,2,0,1,"Dulcería Lemar, Avenida Clavería 172, Colonia Clavería, 02080 Mexico City, Mexico",Colonia Clavería,4,https://rentola.mx/listings/av-claveria-224-depto-106-col-claveria-pa493b4
RENTOLA-89,1 habitación de 7m² en Ciudad de México,3500,500,1,0,0,"Calle Checoslovacos, Colonia Zenón Delgado, 01130 Mexico City, CMX, Mexico",01130 Mexico City,4,https://rentola.mx/listings/renta-recamara-bano-independiente-3-500-zona-santa-fe-p12dc89
RENTOLA-257956,1 habitación de 10m² en Ciudad de México,3500,350,1,0,0,"Calle Colector 13, Colonia Churubusco Tepeyac, 07730 Mexico City, Mexico",Colonia Churubusco Tepeyac,4,https://rentola.mx/listings/rento-habitacion-compartida-para-dama-lindavista-todo-incluido-p1c97db
RENTOLA-563634,departamento de 1 habitación de 18 m² en Ciudad de México,3200,178,1,0,0,"Cerrada Nicolás Bravo, Iztapalapa, 09210 Mexico City, CMX, Mexico",Iztapalapa,4,https://rentola.mx/listings/departamento-col-tepalcates-p849e3f
RENTOLA-421120,1 habitación de 19m² en Ciudad de México,5500,289,1,0,1,"Calle Doctor Atl 278, Santa María la Ribera, 06400 Mexico City, CMX, Mexico",06400 Mexico City,4,https://rentola.mx/listings/excelente-ubicacion-amueblado-y-ambiente-agradable-mujer-pac25eb
RENTOLA-0,departamento de 3 habitaciones de 40 m² en Ciudad de México,13000,325,3,0,1,"Benito Juárez, Mexico City, Mexico",Benito Juárez,4,https://rentola.mx/listings/penthouse-en-renta-en-col-del-valle-nte-benito-juarez-pd6dfb0
RENTOLA-207,departamento de 2 habitaciones de 166 m² en Ciudad de México,54000,325,2,0,1,"Calle Colima 383, Condesa, 06700 Mexico City, Mexico",Condesa,4,https://rentola.mx/listings/garden-duplex-con-terraza-y-estudio-en-el-corazon-de-condesa-pb1d207
RENTOLA-908758,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,4,https://rentola.mx/renta?location=ciudad-de-mexico&property_types=room&property_types=house&property_types=apartment&property_types=studio
RENTOLA-2,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,4,https://rentola.mx/renta?location=ciudad-de-mexico&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=2
RENTOLA-3,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,4,https://rentola.mx/renta?location=ciudad-de-mexico&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=3
RENTOLA-947944,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,4,https://rentola.mx/renta/ciudad-de-mexico-region
RENTOLA-2,¡Ups!,0,0,0,0,0,N/A,CDMX,4,https://rentola.mx/en/for-rent?location=mexico-city&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=2
RENTOLA-234821,1 habitación de 7m² en Ciudad de México,3800,543,1,0,0,"Cerrada Cerrito, Pueblo La Candelaria, 04380 Mexico City, CMX, Mexico",04380 Mexico City,4,https://rentola.mx/listings/recamara-amueblada-pd7c1de
RENTOLA-82750,1 habitación de 13m² en Ciudad de México,3000,231,1,0,0,"Calle Ingenieros Civiles, Colonia Nueva Rosita, 09420 Mexico City, CMX, Mexico",09420 Mexico City,4,https://rentola.mx/listings/rento-cuarto-amueblado-pc82750
RENTOLA-870914,casa de 3 habitaciones de 561 m² en Ciudad de México,4000,7,3,0,0,"Calle Bosque de Castaños, Miguel Hidalgo, 11700 Mexico City, MEX, Mexico",Miguel Hidalgo,5,https://rentola.mx/listings/casa-en-renta-en-bosques-de-las-lomas-cuajimalpa-de-morelos-ciudad-de-mexico-pd94fcb
RENTOLA-287856,1 habitación de 6m² en Ciudad de México,2900,483,1,0,0,"Calle 10, Colonia Cristo Rey, 01160 Mexico City, CMX, Mexico",01160 Mexico City,5,https://rentola.mx/listings/se-renta-habitacion-solo-para-mujeres-pd88ebf
RENTOLA-285012,departamento de 1 habitación de 8 m² en Ciudad de México,2500,313,1,0,0,"Calle Esterlinas, Aquiles Serdán, 15430 Mexico City, Mexico",Aquiles Serdán,5,https://rentola.mx/listings/departamento-en-renta-calle-esterlinas-235-aquiles-serdan-venustiano-carranza-ciudad-de-mexico-15430-mex-p9cf67d
RENTOLA-60,1 habitación de 42m² en Ciudad de México,9500,226,1,0,0,"Calle Aristóteles, Polanco, 11550 Mexico City, CMX, Mexico",Polanco,5,https://rentola.mx/listings/espacios-con-arte-polanco-p9a9f60
RENTOLA-773630,1 habitación de 22m² en Ciudad de México,6750,307,1,0,1,"Party City, Calle Luis Barragán, Santa Fe, 05348 Mexico City, Mexico",Santa Fe,5,https://rentola.mx/listings/urge-rentar-cuarto-en-av-santa-fe-pbf177f
RENTOLA-1233,departamento de 2 habitaciones de 63 m² en Ciudad de México,10000,159,2,0,0,"Calle Río Mixcoac, Colonia La Cascada, 01490 Mexico City, Mexico",Colonia La Cascada,5,https://rentola.mx/listings/departamento-col-lomas-de-plateros-p3b1233
RENTOLA-69,casa de 4 habitaciones de 126 m² en Ciudad de México,17000,135,4,0,1,"Lindavista, Calle Colector 13, Colonia Churubusco Tepeyac, 07730 Mexico City, Mexico",Colonia Churubusco Tepeyac,5,https://rentola.mx/listings/linares-659-casa-c-col-lindavista-p17bd69
RENTOLA-3,departamento de 1 habitación de 85 m² en Ciudad de México,4250,50,1,0,1,"Vecchio Forno, Calle Veracruz 38, Condesa, 06700 Mexico City, CMX, Mexico",Condesa,5,https://rentola.mx/listings/departamentos-de-lujo-amueblados-en-calle-veracruz-edificio-art-deco-p3482b3
RENTOLA-520228,departamento de 1 habitación de 15 m² en Ciudad de México,4400,293,1,0,0,"Calle Santa Úrsula 81, Colonia Santa Úrsula Xitla, 14420 Mexico City, CMX, Mexico",14420 Mexico City,5,https://rentola.mx/listings/departamento-col-santa-ursula-xitla-p947f1e
RENTOLA-704920,1 habitación de 6m² en Ciudad de México,3300,550,1,0,0,"Poniente 112, Barrio de Coltongo, 02330 Mexico City, Mexico",Barrio de Coltongo,5,https://rentola.mx/listings/en-renta-cuarto-con-estancia-y-bano-privado-p704920
RENTOLA-131862,departamento de 1 habitación de 35 m² en Ciudad de México,5600,160,1,0,0,"Calle Norte 64 A, Colonia Belisario Domínguez Sección XVI, 07880 Mexico City, CMX, Mexico",07880 Mexico City,5,https://rentola.mx/listings/norte-64a-no-3655-depto-3-rio-blanco-p249f6c
RENTOLA-4,departamento de 1 habitación de 60 m² en Ciudad de México,3500,58,1,0,0,"Grupo Bavaria, Calle Lago Zurich, Miguel Hidalgo, 11529 Mexico City, Mexico",Miguel Hidalgo,5,https://rentola.mx/listings/hermoso-departamento-en-venta-polanco-p7092f4
RENTOLA-1969,1 habitación de 31m² en Ciudad de México,7000,226,1,0,0,"Calle Dinamarca 86, Roma, 06600 Mexico City, CMX, Mexico",06600 Mexico City,5,https://rentola.mx/listings/habitaciones-en-comodo-departamento-amueblado-pba1969
RENTOLA-45,departamento de 3 habitaciones de 80 m² en Ciudad de México,7000,88,3,0,1,"Plaza Volador, Colonia Dr. Alfonso Ortiz Tirado, 09020 Mexico City, CMX, Mexico",09020 Mexico City,5,https://rentola.mx/listings/departamento-col-dr-alfonso-ortiz-tirado-pf45d45
RENTOLA-29,1 habitación de 9m² en Ciudad de México,4800,533,1,0,0,"Calle Shakespeare 68, Anzures, 11590 Mexico City, CMX, Mexico",11590 Mexico City,5,https://rentola.mx/listings/cuarto-amueblado-para-mujer-a-5-minutos-de-la-torre-bbva-reforma-p5eba29
RENTOLA-0,casa de 2 habitaciones de 200 m² en Ciudad de México,8500,43,2,0,0,"Privada Segunda Matapulgas, Tlalpan, 14460 Mexico City, Mexico",Tlalpan,5,https://rentola.mx/listings/casa-en-renta-privada-segunda-matapulgas-tlalpuente-tlalpan-ciudad-de-mexico-14460-mex-p0ee3a0
RENTOLA-29,departamento de 2 habitaciones de 180 m² en Ciudad de México,4500,25,2,0,1,"BTM Polanco, Calle Lope de Vega 318, Colonia Rincón del Bosque, 11560 Mexico City, CMX, Mexico",Polanco,5,https://rentola.mx/listings/renta-de-departamento-amueblado-en-lope-de-vega-pfdeb29
RENTOLA-8,1 habitación de 21m² en Ciudad de México,6000,286,1,0,0,"Avenida Miguel Hidalgo 84, Coyoacán, 04030 Mexico City, CMX, Mexico",Coyoacán,5,https://rentola.mx/listings/residencia-en-hospedaje-para-mujeres-p85afc8
RENTOLA-885562,departamento de 3 habitaciones de 187 m² en Ciudad de México,8000,43,3,0,1,"Calle Emerson, Polanco, 11560 Mexico City, CMX, Mexico",Polanco,5,https://rentola.mx/listings/renta-departamento-nuevo-en-polanco-p23d2ec
RENTOLA-4,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,5,https://rentola.mx/renta?location=ciudad-de-mexico&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=4
RENTOLA-3,¡Ups!,0,0,0,0,0,N/A,CDMX,6,https://rentola.mx/en/for-rent?location=mexico-city&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=3
RENTOLA-441060,1 habitación de 11m² en Ciudad de México,3850,350,1,0,0,"Calle Felipe Carrillo Puerto 192, Popotla, 11400 Mexico City, CMX, Mexico",11400 Mexico City,6,https://rentola.mx/listings/habitacion-amueblada-solo-mujeres-p7acb2c
RENTOLA-891571,casa de 4 habitaciones de 435 m² en Ciudad de México,10000,23,4,0,0,"Calle Loma de Vista Hermosa, Colonia Lomas de Vista Hermosa, 05100 Mexico City, Mexico",Colonia Lomas de Vista Hermosa,6,https://rentola.mx/listings/casa-en-renta-en-lomas-de-vista-hermosa-cuajimalpa-de-morelos-ciudad-de-mexico-p86d74a
RENTOLA-08,departamento de 2 habitaciones de 102 m² en Ciudad de México,10000,98,2,0,1,"Benito Juárez, Mexico City, Mexico",Benito Juárez,6,https://rentola.mx/listings/departamento-en-renta-en-col-del-valle-sur-benito-juarez-p0a5a08
RENTOLA-2,1 habitación de 5m² en Ciudad de México,2600,520,1,0,0,"unnamed road, Colonia La Salle, 07707 Mexico City, CMX, Mexico",07707 Mexico City,6,https://rentola.mx/listings/se-renta-depa-amueblado-estudiantes-o-profe-sionistas-pa7f1f2
RENTOLA-773237,departamento de 1 habitación de 30 m² en Ciudad de México,6200,207,1,0,0,"El Café Shabo, Avenida Repúblicas 30, Colonia Miravalle, 03580 Mexico City, CMX, Mexico",03580 Mexico City,6,https://rentola.mx/listings/republicas-39a-depto-24-col-portales-pf08b0d
RENTOLA-715868,departamento de 1 habitación de 100 m² en Ciudad de México,6000,60,1,0,1,"Avenida Paseo de la Reforma, Condesa, 06500 Mexico City, CMX, Mexico",Condesa,6,https://rentola.mx/listings/residencia-de-lujo-dentro-del-ritz-carlton-paseo-de-la-reforma-p25490a
RENTOLA-1,departamento de 2 habitaciones de 97 m² en Ciudad de México,7000,72,2,0,1,"Moctezuma, Calzada General Ignacio Zaragoza, Jardín Balbuena, 15900 Mexico City, CMX, Mexico",15900 Mexico City,6,https://rentola.mx/listings/moctezuma-pa3dce1
RENTOLA-577969,1 habitación de 10m² en Ciudad de México,2300,230,1,0,0,"Calzada Puente de Guerra, Colonia Presidente Madero, 02420 Mexico City, CMX, Mexico",02420 Mexico City,6,https://rentola.mx/listings/mujer-cuarto-compartido-cerca-normal-cch-uam-esime-azcapo-metro-rosario-aquiles-tezozomoc-pcb697b
RENTOLA-601123,departamento de 1 habitación de 45 m² en Ciudad de México,6000,133,1,0,0,"Calle Icacos, La Piedad, 03023 Mexico City, CMX, Mexico",03023 Mexico City,6,https://rentola.mx/listings/departamento-col-narvarte-oriente-p3dc48c
RENTOLA-65,departamento de 2 habitaciones de 52 m² en Ciudad de México,9000,173,2,0,1,"Andador Primero, Unidad Habitacional Obrero CTM Culhuacán 9, 04909 Mexico City, Mexico",Unidad Habitacional Obrero CTM Culhuacán 9,6,https://rentola.mx/listings/departamento-en-renta-en-col-coapa-coyoacan-cdmx-p341e65
RENTOLA-723648,1 habitación de 15m² en Ciudad de México,5500,367,1,0,1,"Calle José Simón Bolívar, Colonia Miguel Alemán, 03420 Mexico City, Mexico",Colonia Miguel Alemán,6,https://rentola.mx/listings/habitacion-en-la-departamento-en-la-col-alamos-pc8e91a
RENTOLA-731304,departamento de 1 habitación de 20 m² en Ciudad de México,5000,250,1,0,1,"Calle C Manzana II, Colonia Quetzalcóatl, 04400 Mexico City, CMX, Mexico",04400 Mexico City,6,https://rentola.mx/listings/departamento-col-educacion-pb2820e
RENTOLA-676041,1 habitación de 14m² en Ciudad de México,4800,343,1,0,0,"Avenida Cuitláhuac, Colonia Sector Naval, 02080 Mexico City, CMX, Mexico",Tláhuac,6,https://rentola.mx/listings/se-renta-cuarto-a-15min-de-unitec-cuitlahuac-y-30min-de-polanco-p03db2e
